rn,clusid
Br0942_ahnlocok-1,X5
Br0942_ahnmbhll-1,X10
Br0942_ahnmeeng-1,X3
Br0942_ahobepdh-1,X7
Br0942_ahojfnoh-1,X3
Br0942_aholmbag-1,DISCARD
Br0942_ahomjdbk-1,X3
Br0942_ahomomhh-1,DISCARD
Br0942_ahpdccjh-1,X1
Br0942_ahpeccbm-1,X3
Br0942_ahpfibbh-1,X13
Br0942_ahpgdagl-1,X13
Br0942_ahpgdefp-1,X13
Br0942_ahpjadml-1,X13
Br0942_ahpllmem-1,X7
Br0942_ahppbkml-1,X13
Br0942_aiahdnop-1,X13
Br0942_aiahofkd-1,DISCARD
Br0942_aiambeig-1,DISCARD
Br0942_aianhbdm-1,X7
Br0942_aiaomlnf-1,DISCARD
Br0942_aibakema-1,X10
Br0942_aibckbio-1,X1
Br0942_aibckclh-1,X3
Br0942_aibeohgm-1,X10
Br0942_aibjalfd-1,X3
Br0942_aibmcbbm-1,X3
Br0942_aibmkodk-1,X2
Br0942_aicahjco-1,X3
Br0942_aicccfll-1,X3
Br0942_aicflabo-1,X2
Br0942_aicjeaha-1,X2
Br0942_aickkmah-1,X4
Br0942_aidcbold-1,X1
Br0942_aidedgaa-1,X10
Br0942_aidgbmfh-1,X10
Br0942_aidighom-1,X1
Br0942_aidpnfko-1,X3
Br0942_aiebpffh-1,X7
Br0942_aiebpild-1,X10
Br0942_aiefpiec-1,X10
Br0942_aiehfnmn-1,X10
Br0942_aiejonal-1,X10
Br0942_aifemmcj-1,X10
Br0942_aifgagoc-1,X14
Br0942_aifhcomn-1,X5
Br0942_aififjbh-1,X5
Br0942_aifkonac-1,X3
Br0942_aiflkmbl-1,X3
Br0942_aifmepen-1,X3
Br0942_aifmfhcm-1,X3
Br0942_aifmmcpb-1,X14
Br0942_aifnbaid-1,X10
Br0942_aifnboki-1,X3
Br0942_aigbnlhe-1,X14
Br0942_aigdbjii-1,X14
Br0942_aigdclba-1,X3
Br0942_aigiedfh-1,X1
Br0942_aigklkjj-1,X10
Br0942_aigmalen-1,X14
Br0942_aihddlbk-1,X4
Br0942_aihijglj-1,X1
Br0942_aihkohgf-1,X10
Br0942_aihnaifm-1,X1
Br0942_aihojicp-1,X3
Br0942_aiiifakb-1,DISCARD
Br0942_aiijmlcg-1,X1
Br0942_aiikjopb-1,X3
Br0942_aiiljglg-1,X3
Br0942_aijaohoj-1,X1
Br0942_aijdbbcb-1,X10
Br0942_aijgcmnk-1,X7
Br0942_aijhalgn-1,X7
Br0942_aijjhekg-1,X10
Br0942_aijoecac-1,X3
Br0942_aijpimjd-1,X1
Br0942_aikbclgk-1,X14
Br0942_aikcnlch-1,X13
Br0942_aikdiiin-1,X13
Br0942_aikhbfeo-1,X13
Br0942_aikhdoea-1,X13
Br0942_aikjpcia-1,X13
Br0942_aikkhfol-1,X13
Br0942_aikkhljb-1,X13
Br0942_aikmhnkb-1,X13
Br0942_aikokkde-1,X13
Br0942_aikpaaoa-1,X13
Br0942_ailemihb-1,X13
Br0942_ailfpglg-1,X3
Br0942_ailjdobo-1,X1
Br0942_ailknccf-1,X10
Br0942_ailnahlp-1,X1
Br0942_ailpggla-1,X3
Br0942_aimbadpp-1,X1
Br0942_aimdpknc-1,X1
Br0942_aimeeegd-1,X7
Br0942_aimfoglo-1,DISCARD
Br0942_aimgnfmp-1,DISCARD
Br0942_aimkhkdl-1,X1
Br0942_ainbihgc-1,X14
Br0942_ainfmhib-1,X2
Br0942_ainhmjjg-1,X3
Br0942_ainmegal-1,X1
Br0942_ainpnchg-1,X1
Br0942_aioeehdk-1,X1
Br0942_aiofbabj-1,X14
Br0942_aiognemb-1,X3
Br0942_aipjjeok-1,X1
Br0942_aipmhmda-1,X3
Br0942_ajaklfnl-1,X14
Br0942_ajamfkoc-1,X3
Br0942_ajbdjgaj-1,X3
Br0942_ajbdjkcg-1,X3
Br0942_ajbeikbp-1,X7
Br0942_ajbgmeaf-1,X1
Br0942_ajbhabdn-1,X12
Br0942_ajbombff-1,X3
Br0942_ajcgdghb-1,X10
Br0942_ajchaplg-1,X10
Br0942_ajchpjeg-1,X7
Br0942_ajcjhioj-1,X2
Br0942_ajcmabap-1,X3
Br0942_ajcnfmhl-1,X3
Br0942_ajcpgpeb-1,X2
Br0942_ajcpoick-1,X3
Br0942_ajdccmap-1,X1
Br0942_ajdkonak-1,X10
Br0942_ajejngad-1,X10
Br0942_ajekgjde-1,X3
Br0942_ajellmmi-1,X2
Br0942_ajfcbkjj-1,DISCARD
Br0942_ajfcjpni-1,DISCARD
Br0942_ajfdbbif-1,X3
Br0942_ajfkpppc-1,X10
Br0942_ajflipph-1,X3
Br0942_ajfmiajg-1,X7
Br0942_ajfnkejc-1,X10
Br0942_ajfnnfhj-1,X2
Br0942_ajfpmnhj-1,X3
Br0942_ajgehpoi-1,X4
Br0942_ajgjacbb-1,X2
Br0942_ajgmndgf-1,X7
Br0942_ajhececi-1,X4
Br0942_ajhhjcfo-1,X3
Br0942_ajidbeak-1,DISCARD
Br0942_ajifcamb-1,X7
Br0942_ajihbafk-1,X4
Br0942_ajimlbma-1,X13
Br0942_ajipmkcc-1,X13
Br0942_ajjfjabl-1,X2
Br0942_ajjihjnh-1,X3
Br0942_ajkaddge-1,X2
Br0942_ajkafgek-1,X3
Br0942_ajkajjbb-1,DISCARD
Br0942_ajkjikpd-1,X3
Br0942_ajkoncfo-1,X2
Br0942_ajladbim-1,X1
Br0942_ajlgckap-1,X10
Br0942_ajljbpfj-1,X3
Br0942_ajlmjobh-1,X3
Br0942_ajlnjpdi-1,X3
Br0942_ajloodik-1,X2
Br0942_ajmdihee-1,X1
Br0942_ajmdiobc-1,X1
Br0942_ajmidmdb-1,X12
Br0942_ajmnngmi-1,X3
Br0942_ajmoghbn-1,X1
Br0942_ajmondkj-1,X2
Br0942_ajmpkjoj-1,X1
Br0942_ajncgnbi-1,X3
Br0942_ajnhcfca-1,X4
Br0942_ajnhnmko-1,X3
Br0942_ajnklpjc-1,X3
Br0942_ajnmeiln-1,X3
Br0942_ajnmpagf-1,X3
Br0942_ajoafkba-1,X3
Br0942_ajodpbki-1,X4
Br0942_ajofbiob-1,X3
Br0942_ajogbohl-1,X1
Br0942_ajojkgah-1,X3
Br0942_ajokfgmg-1,X7
Br0942_ajokljjj-1,X3
Br0942_ajolkapa-1,X4
Br0942_ajomclgl-1,X13
Br0942_ajomoiok-1,X4
Br0942_ajompcho-1,X2
Br0942_ajpbhonf-1,X10
Br0942_ajpjofoa-1,X10
Br0942_akafnilj-1,X1
Br0942_akaipglb-1,X10
Br0942_akaoklce-1,X3
Br0942_akaolpal-1,X10
Br0942_akbcolgd-1,X3
Br0942_akbfibkb-1,DISCARD
Br0942_akbgklli-1,X7
Br0942_akbkmado-1,X1
Br0942_akbmefaj-1,X7
Br0942_akbobdna-1,X5
Br0942_akbpdncp-1,X7
Br0942_akcbfhhb-1,X7
Br0942_akccbpim-1,X7
Br0942_akcflako-1,X5
Br0942_akckejaa-1,X3
Br0942_akclocih-1,X3
Br0942_akcmgbkc-1,X2
Br0942_akcmkgob-1,X10
Br0942_akcmkheh-1,DISCARD
Br0942_akcmogmg-1,X10
Br0942_akcofhae-1,X3
Br0942_akdapdea-1,X7
Br0942_akdgefke-1,X5
Br0942_akdjcemi-1,X1
Br0942_akdmjlde-1,X7
Br0942_akdnigka-1,X3
Br0942_akeaajgc-1,X10
Br0942_akealpna-1,X10
Br0942_akecagim-1,X3
Br0942_akedelng-1,X7
Br0942_akefcjia-1,X10
Br0942_akegbibm-1,X10
Br0942_akeggmci-1,X10
Br0942_akehjmmc-1,X3
Br0942_akeiahae-1,X7
Br0942_akeihabc-1,X7
Br0942_akemnemg-1,X10
Br0942_akemoeek-1,X1
Br0942_akennfln-1,X10
Br0942_akfcjfbk-1,X10
Br0942_akfgcpbh-1,X3
Br0942_akfndiep-1,X10
Br0942_akfnijga-1,X7
Br0942_akgekmoj-1,DISCARD
Br0942_akgkbchj-1,X13
Br0942_akgkniij-1,X1
Br0942_akgmbbep-1,X4
Br0942_akgndddj-1,X10
Br0942_akgniggf-1,X1
Br0942_akgocmfa-1,X2
Br0942_akhelcdl-1,DISCARD
Br0942_akhjgcco-1,X7
Br0942_akhndmkb-1,DISCARD
Br0942_akiaahdp-1,X3
Br0942_akifkack-1,X3
Br0942_akinmlce-1,X3
Br0942_akjfdehm-1,X2
Br0942_akjhkimb-1,X10
Br0942_akjiolkp-1,X10
Br0942_akjkbfel-1,X3
Br0942_akjkcleb-1,X10
Br0942_akjkhbno-1,X7
Br0942_akjkkffb-1,X10
Br0942_akjmjjda-1,X10
Br0942_akkbabnm-1,X3
Br0942_akkbaolk-1,X3
Br0942_akkfbkbp-1,X13
Br0942_akkflhon-1,DISCARD
Br0942_akkhnblm-1,X3
Br0942_akkkbnla-1,X3
Br0942_akknmmia-1,DISCARD
Br0942_akkodeim-1,DISCARD
Br0942_aklflpkp-1,X7
Br0942_aklgcgak-1,X2
Br0942_aklnhpdp-1,X13
Br0942_akmahpio-1,X13
Br0942_akmdbhff-1,X4
Br0942_akmefclc-1,X3
Br0942_akmibjcp-1,X4
Br0942_akmknkfc-1,X5
Br0942_akmlookc-1,X3
Br0942_akmpdnnn-1,X3
Br0942_aknakemc-1,X10
Br0942_aknhfnnn-1,X10
Br0942_aknknjbk-1,X3
Br0942_aknlbgpf-1,X10
Br0942_aknnmknb-1,X3
Br0942_aknpbkjh-1,X1
Br0942_aknpdfio-1,X4
Br0942_akocpphi-1,X3
Br0942_akogmidi-1,X3
Br0942_akohnhma-1,X2
Br0942_akoihjmh-1,X4
Br0942_akoleibj-1,X10
Br0942_akolfbbm-1,X12
Br0942_akolkgol-1,X3
Br0942_akonhbfb-1,X3
Br0942_akonmmgj-1,X1
Br0942_akpbhdep-1,X10
Br0942_akpdknge-1,X1
Br0942_akphcill-1,X3
Br0942_akpjpeih-1,X3
Br0942_akplimdm-1,X1
Br0942_akpljgjg-1,X10
Br0942_akplodfo-1,X3
Br0942_akpmcknc-1,X3
Br0942_alaccikh-1,X11
Br0942_aladaogk-1,X10
Br0942_alafdngg-1,X10
Br0942_alagkmif-1,X1
Br0942_alagljgc-1,X3
Br0942_alahinil-1,X10
Br0942_alaiecec-1,X3
Br0942_alamaigo-1,X10
Br0942_albbghfi-1,X3
Br0942_albianac-1,X10
Br0942_albibpcb-1,X3
Br0942_albjbfpj-1,X3
Br0942_albmglpn-1,X3
Br0942_alcejhfa-1,X1
Br0942_alcfjnaf-1,X1
Br0942_alckcgfk-1,X7
Br0942_aldcgdpm-1,X3
Br0942_aldeembe-1,X3
Br0942_aldeigjh-1,X13
Br0942_aldggafd-1,X3
Br0942_aldjeiho-1,DISCARD
Br0942_aldjkcfb-1,X3
Br0942_aldmjpfd-1,X1
Br0942_aleccdde-1,X10
Br0942_aleefdcf-1,X14
Br0942_aleihakn-1,X10
Br0942_alejljjb-1,X3
Br0942_alenkgdp-1,X1
Br0942_aleofmfl-1,X5
Br0942_alfcakig-1,X1
Br0942_alfncnhe-1,X3
Br0942_alfodble-1,DISCARD
Br0942_alfpnlin-1,X13
Br0942_algblpbl-1,X13
Br0942_algchbob-1,X13
Br0942_algcjkal-1,X10
Br0942_algdbabc-1,X10
Br0942_algepcng-1,X10
Br0942_algipalc-1,X10
Br0942_algkfcal-1,X10
Br0942_alglndnb-1,X3
Br0942_algmhpfb-1,X1
Br0942_algobjpf-1,X13
Br0942_algplmnd-1,X10
Br0942_alhbhoel-1,X13
Br0942_alhbnjbb-1,X7
Br0942_alhccpgp-1,X3
Br0942_alhcnljm-1,X3
Br0942_alhgldkc-1,X10
Br0942_alhgoibf-1,X10
Br0942_alhioenp-1,X10
Br0942_alhlchfg-1,X3
Br0942_alhndaai-1,X10
Br0942_alibagje-1,X10
Br0942_alicohbk-1,X3
Br0942_alienfab-1,X3
Br0942_aliijmeh-1,X10
Br0942_alijbhoe-1,X10
Br0942_alijnalc-1,X1
Br0942_alinfkbg-1,X10
Br0942_aliokblg-1,X5
Br0942_aljamgdc-1,X3
Br0942_aljflpdp-1,X13
Br0942_aljmodck-1,X3
Br0942_alkfgfee-1,X3
Br0942_alkfjeak-1,X3
Br0942_alkkgdil-1,X5
Br0942_alkpgamg-1,X3
Br0942_allcmpgc-1,X1
Br0942_allfckda-1,X10
Br0942_allhlnmc-1,X3
Br0942_alljmpio-1,X10
Br0942_allkmnfa-1,X10
Br0942_allnbiek-1,X3
Br0942_allnigii-1,X14
Br0942_almadhdh-1,X7
Br0942_almaknip-1,X10
Br0942_almbffoi-1,X3
Br0942_almdbfki-1,X3
Br0942_almhklgi-1,X10
Br0942_almjhpcb-1,X3
Br0942_almoinlo-1,X10
Br0942_alnnndgm-1,X3
Br0942_alnpolao-1,X3
Br0942_alocclgn-1,X10
Br0942_alodbfkm-1,X1
Br0942_alogpgjm-1,X10
Br0942_aloiohfn-1,X10
Br0942_alojbine-1,X1
Br0942_alokbmbo-1,X3
Br0942_alolnigd-1,X7
Br0942_alomekjb-1,X13
Br0942_alongkgf-1,X2
Br0942_alonjdfa-1,X4
Br0942_aloogjig-1,X1
Br0942_alpbpbmj-1,X11
Br0942_alpjmkhi-1,X10
Br0942_amacffjb-1,X2
Br0942_amahgmpo-1,X3
Br0942_amakbeba-1,X13
Br0942_amapicce-1,X13
Br0942_ambajgol-1,X10
Br0942_ambaklln-1,X3
Br0942_ambdbpij-1,X13
Br0942_ambfkfmj-1,X1
Br0942_ambhgjjf-1,X3
Br0942_ambnlpan-1,X7
Br0942_amcadldf-1,X10
Br0942_amcbbfhg-1,X2
Br0942_amcebmjj-1,X3
Br0942_amcfmblh-1,X2
Br0942_amckmjho-1,X3
Br0942_amcldenj-1,X1
Br0942_amdbpjlo-1,X3
Br0942_amdghomb-1,X1
Br0942_amdjbppp-1,X1
Br0942_amdlebip-1,X3
Br0942_amealdpg-1,X1
Br0942_amebjngp-1,X14
Br0942_amebkflb-1,X5
Br0942_amecpaff-1,X3
Br0942_amedacij-1,X10
Br0942_ameefcng-1,X1
Br0942_ameenjjn-1,X10
Br0942_amegondj-1,X10
Br0942_amejpepo-1,X2
Br0942_amfapnpi-1,X10
Br0942_amfbljhh-1,X1
Br0942_amfdkfcp-1,DISCARD
Br0942_amfhekbh-1,DISCARD
Br0942_amflhjkd-1,X7
Br0942_amfnbhbi-1,X3
Br0942_amfnipij-1,X3
Br0942_amfohccp-1,X1
Br0942_amfpngan-1,X10
Br0942_amgagmim-1,DISCARD
Br0942_amgelggm-1,X7
Br0942_amglkbek-1,X1
Br0942_amglnkdc-1,X3
Br0942_amgncemm-1,X3
Br0942_amgpdkeo-1,X1
Br0942_amhbiohg-1,X2
Br0942_amhjhbfh-1,X4
Br0942_amhmanno-1,X3
Br0942_amhnceln-1,X1
Br0942_amicpild-1,X7
Br0942_amieaeli-1,X2
Br0942_amiebokg-1,X10
Br0942_amigmknn-1,X13
Br0942_amiklpcj-1,X13
Br0942_amimnfmo-1,DISCARD
Br0942_amimpjhd-1,X7
Br0942_amjbnjlf-1,DISCARD
Br0942_amjkimom-1,X13
Br0942_amjnlbog-1,X10
Br0942_amkjapid-1,X1
Br0942_amkjfkod-1,X2
Br0942_amkllmlo-1,X2
Br0942_amlckonp-1,X2
Br0942_amlemdph-1,X7
Br0942_amlfjlek-1,X7
Br0942_amlgjfgc-1,X3
Br0942_amlhdlkl-1,X7
Br0942_amlkjkno-1,X7
Br0942_amlnlhpp-1,X10
Br0942_ammbciph-1,X3
Br0942_ammifonh-1,X10
Br0942_ammoipmf-1,X1
Br0942_amndaepp-1,X3
Br0942_amndecoc-1,X10
Br0942_amndlbne-1,X7
Br0942_amnhamgb-1,X7
Br0942_amnhimml-1,X1
Br0942_amnhkofp-1,X3
Br0942_amnlicgj-1,X10
Br0942_amoadnci-1,X1
Br0942_amoeebnn-1,X1
Br0942_amofnghe-1,X2
Br0942_amojllpd-1,X10
Br0942_amomonng-1,X3
Br0942_ampclenh-1,X3
Br0942_ampfhjmh-1,X10
Br0942_ampicjgo-1,X3
Br0942_ampimpmh-1,DISCARD
Br0942_ampkaegb-1,DISCARD
Br0942_ampmipjo-1,X7
Br0942_ampnoica-1,X3
Br0942_amppoben-1,X2
Br0942_anacfjkl-1,X10
Br0942_analgoal-1,X3
Br0942_anapobcm-1,X3
Br0942_anapodpf-1,X5
Br0942_anbalmga-1,X10
Br0942_anbehcje-1,X10
Br0942_anbgkffb-1,X1
Br0942_anbjfcjh-1,X3
Br0942_anblgkef-1,X4
Br0942_anbmkpmp-1,X2
Br0942_anbndhae-1,X1
Br0942_anbpjnkc-1,X3
Br0942_ancgehol-1,X3
Br0942_ancggffn-1,X1
Br0942_anckakgk-1,X3
Br0942_andfkcje-1,X4
Br0942_andgpkhe-1,X1
Br0942_andhdmog-1,X5
Br0942_andkjkkj-1,X10
Br0942_andlibok-1,X10
Br0942_andnmbll-1,X1
Br0942_anehjhkn-1,X1
Br0942_anekcoak-1,DISCARD
Br0942_anemflna-1,X10
Br0942_aneophph-1,X7
Br0942_aneppjhj-1,X3
Br0942_anfbgbjj-1,X10
Br0942_anfdieck-1,X1
Br0942_anfdlfnn-1,X3
Br0942_anfgjgdk-1,X14
Br0942_anfiblnc-1,X3
Br0942_anfnddpc-1,X10
Br0942_anfojbmn-1,X11
Br0942_angehifh-1,X1
Br0942_angeoebo-1,X3
Br0942_angkmbkg-1,DISCARD
Br0942_anhbnege-1,X7
Br0942_anhckdci-1,X3
Br0942_anhfjemk-1,X4
Br0942_anhjpmkp-1,X2
Br0942_anhkefid-1,X1
Br0942_anhpbjdg-1,X3
Br0942_aniaedbm-1,X2
Br0942_anibpckd-1,X10
Br0942_anigpgel-1,X2
Br0942_aninbegb-1,DISCARD
Br0942_aniooepk-1,X3
Br0942_anjiljje-1,X1
Br0942_anjjhemo-1,X10
Br0942_anjmgdle-1,X3
Br0942_ankaomae-1,X4
Br0942_ankbkfeh-1,X10
Br0942_ankekljc-1,X1
Br0942_ankofbfe-1,X2
Br0942_anlbbeoo-1,X1
Br0942_anlbdcbl-1,X4
Br0942_anlbijmg-1,X10
Br0942_anlgepgb-1,X10
Br0942_anlhcbff-1,X3
Br0942_anlnfhga-1,X1
Br0942_anloolch-1,X10
Br0942_anmcbmcp-1,X3
Br0942_anmclinb-1,DISCARD
Br0942_anmdjgch-1,X7
Br0942_anmdphld-1,X4
Br0942_anmjjnkj-1,X1
Br0942_anmnipdl-1,X10
Br0942_anndfcgl-1,X2
Br0942_anndoeko-1,X10
Br0942_annegeel-1,X10
Br0942_annfiffc-1,X3
Br0942_annpdiei-1,X1
Br0942_annpgjeb-1,X10
Br0942_anodhlli-1,X3
Br0942_anohkfpm-1,X3
Br0942_anoibmjp-1,X3
Br0942_anomjinh-1,X3
Br0942_anonemdm-1,X1
Br0942_anooopal-1,DISCARD
Br0942_anopjddi-1,X10
Br0942_anpcfhdn-1,X10
Br0942_anpekagm-1,X3
Br0942_anpekjkf-1,X10
Br0942_anpelhpd-1,X1
Br0942_anpfgckc-1,X2
Br0942_anpjinlf-1,X5
Br0942_anpnbaia-1,X2
Br0942_aoaeaabj-1,X10
Br0942_aoajolki-1,X10
Br0942_aoalgaba-1,X10
Br0942_aoanknbj-1,X3
Br0942_aoaojegb-1,X2
Br0942_aoapklcp-1,X2
Br0942_aobagofg-1,X2
Br0942_aoblfklh-1,X2
Br0942_aobpfapk-1,X1
Br0942_aocaonek-1,X1
Br0942_aocbecec-1,X1
Br0942_aoceedph-1,X1
Br0942_aocggech-1,X3
Br0942_aocheppf-1,X10
Br0942_aochgkea-1,X3
Br0942_aochhgbf-1,X10
Br0942_aoclmobp-1,X3
Br0942_aocnpdph-1,X2
Br0942_aodbhmog-1,X10
Br0942_aodbhnpa-1,X2
Br0942_aoddkibp-1,X2
Br0942_aodklohi-1,X4
Br0942_aodmiebn-1,X3
Br0942_aodmkchc-1,X1
Br0942_aodpgcij-1,X11
Br0942_aoeefdgh-1,X3
Br0942_aoeekllh-1,X1
Br0942_aoehdini-1,X5
Br0942_aoejlgmh-1,X3
Br0942_aoekddoj-1,X3
Br0942_aoekhmnp-1,X10
Br0942_aoeoplcp-1,X10
Br0942_aofecenj-1,X3
Br0942_aoffddoo-1,X2
Br0942_aoffipbo-1,X12
Br0942_aofglkpg-1,X5
Br0942_aofhdcjo-1,X3
Br0942_aofhllff-1,X3
Br0942_aofibmjg-1,X10
Br0942_aofjdabp-1,X5
Br0942_aofnadka-1,X10
Br0942_aofpakjd-1,X10
Br0942_aofpkajc-1,X11
Br0942_aofplefk-1,X1
Br0942_aogialnc-1,DISCARD
Br0942_aogijhfg-1,X3
Br0942_aogjiahf-1,X3
Br0942_aogjmkhp-1,X10
Br0942_aogkbbbl-1,X10
Br0942_aogmlaah-1,X10
Br0942_aogpgblg-1,X5
Br0942_aogpiane-1,X3
Br0942_aogpmfil-1,X1
Br0942_aohbdmdm-1,X5
Br0942_aohcmpln-1,X10
Br0942_aohfcgne-1,X2
Br0942_aohgcoja-1,X1
Br0942_aohijoim-1,X3
Br0942_aohjaahh-1,X10
Br0942_aohmcgkd-1,X2
Br0942_aoiabimj-1,X5
Br0942_aoidkhoh-1,X14
Br0942_aoihfdff-1,X7
Br0942_aoiolhin-1,X10
Br0942_aoiplojg-1,X7
Br0942_aojanain-1,X5
Br0942_aojdnonk-1,X1
Br0942_aojefjjf-1,X10
Br0942_aojgajck-1,X10
Br0942_aojiepbj-1,DISCARD
Br0942_aojigigj-1,X10
Br0942_aojkkeep-1,X10
Br0942_aojobbgi-1,DISCARD
Br0942_aokaalmm-1,X1
Br0942_aokcifoa-1,X4
Br0942_aokcnkmg-1,X13
Br0942_aokcplah-1,X13
Br0942_aokfenle-1,X10
Br0942_aokfjpga-1,DISCARD
Br0942_aokkfadn-1,X2
Br0942_aoklbllc-1,X10
Br0942_aoklfkho-1,X10
Br0942_aokobgcb-1,X10
Br0942_aolbakgi-1,X7
Br0942_aoldelbb-1,DISCARD
Br0942_aoldnpge-1,X7
Br0942_aolgfgjg-1,X7
Br0942_aolilmel-1,DISCARD
Br0942_aolkjohj-1,X1
Br0942_aolmigpa-1,X1
Br0942_aomdidai-1,X2
Br0942_aomdoild-1,X3
Br0942_aomglmoe-1,X4
Br0942_aomhkafa-1,X4
Br0942_aomiaofa-1,X2
Br0942_aomjnaak-1,X3
Br0942_aomjpefi-1,X3
Br0942_aomjpidp-1,X1
Br0942_aomjpjai-1,X13
Br0942_aonbacnl-1,X1
Br0942_aonbehlc-1,X10
Br0942_aoncfega-1,X10
Br0942_aoneihgo-1,X3
Br0942_aonpcogp-1,X5
Br0942_aooaomdh-1,X1
Br0942_aooefgna-1,DISCARD
Br0942_aooephkh-1,X7
Br0942_aooikpil-1,X10
Br0942_aookepch-1,X1
Br0942_aopchmbm-1,X3
Br0942_aopenmkc-1,X10
Br0942_aopgaefp-1,X3
Br0942_aopgpobo-1,X3
Br0942_aopphndn-1,DISCARD
Br0942_apacjijl-1,X7
Br0942_apaeljpg-1,DISCARD
Br0942_apaepjfl-1,X1
Br0942_apafolni-1,X2
Br0942_apakaadk-1,X3
Br0942_apanfmbk-1,DISCARD
Br0942_apbbhcbp-1,X3
Br0942_apbhiafi-1,X10
Br0942_apbjjcmj-1,X7
Br0942_apbkapop-1,X3
Br0942_apbnipna-1,X10
Br0942_apcbidhm-1,X3
Br0942_apcicdjp-1,X7
Br0942_apckjpgn-1,X3
Br0942_apcmkajc-1,DISCARD
Br0942_apcnhbni-1,X1
Br0942_apdbdphc-1,DISCARD
Br0942_apddkeck-1,X7
Br0942_apdhlndl-1,X5
Br0942_apdhnfje-1,X7
Br0942_apdibomh-1,DISCARD
Br0942_apdnnkoc-1,X7
Br0942_apeakbcp-1,X4
Br0942_apeeaobl-1,X3
Br0942_apehiphb-1,X1
Br0942_apenedff-1,X7
Br0942_apeoedca-1,X14
Br0942_apepieak-1,DISCARD
Br0942_apfabdgk-1,X10
Br0942_apfahoec-1,X3
Br0942_apfefdcf-1,X3
Br0942_apfjdipc-1,X1
Br0942_apfmjgbc-1,DISCARD
Br0942_apfncimi-1,X3
Br0942_apfnckdp-1,X7
Br0942_apfnnddd-1,X7
Br0942_apgafpgf-1,DISCARD
Br0942_apgcjonp-1,X7
Br0942_apgcnmmo-1,X7
Br0942_apgdeojn-1,X7
Br0942_apglkbmg-1,X7
Br0942_apgnepje-1,X2
Br0942_apgoaieo-1,X7
Br0942_apgohfmn-1,X7
Br0942_aphabomn-1,X7
Br0942_aphgdabg-1,X3
Br0942_aphkhocl-1,X2
Br0942_aphnacoc-1,X3
Br0942_aphoboon-1,X10
Br0942_apiblbbm-1,X7
Br0942_apifggpg-1,X3
Br0942_apikbgbf-1,X7
Br0942_apilcpkg-1,X10
Br0942_apilegem-1,X10
Br0942_apimgmic-1,DISCARD
Br0942_apjdlecj-1,X7
Br0942_apjdmpid-1,X3
Br0942_apjjjcbe-1,X4
Br0942_apkgmhda-1,X7
Br0942_apkmfkfn-1,X3
Br0942_apkplgji-1,X3
Br0942_aplckpik-1,X3
Br0942_apmbjpgg-1,X3
Br0942_apmcekni-1,X3
Br0942_apmcfjln-1,X3
Br0942_apmehemo-1,DISCARD
Br0942_apmgcccc-1,X10
Br0942_apmihnga-1,X10
Br0942_apmlcfnb-1,DISCARD
Br0942_apmocimo-1,X2
Br0942_apncobob-1,X6
Br0942_apneknhd-1,X6
Br0942_apngblcp-1,X13
Br0942_apnhlalj-1,X3
Br0942_apnjaccp-1,X7
Br0942_apnmlelb-1,X7
Br0942_apnmnncb-1,X13
Br0942_apnnmkaj-1,X10
Br0942_apoaifjf-1,X3
Br0942_apobpgpc-1,X3
Br0942_apoeecla-1,X10
Br0942_apofbnjk-1,X10
Br0942_apofgpod-1,X7
Br0942_apofolnm-1,X10
Br0942_apohnjcd-1,X3
Br0942_apomoagm-1,X10
Br0942_aponeokg-1,X7
Br0942_appfjodk-1,X3
Br0942_appiofab-1,X10
Br0942_appncnmg-1,X7
Br0942_appnjapj-1,X10
Br0942_baabaipn-1,X10
Br0942_baaclajg-1,DISCARD
Br0942_baaecbak-1,X3
Br0942_baahkhja-1,X6
Br0942_baampdma-1,X3
Br0942_babdmelm-1,X3
Br0942_babgmlhh-1,X3
Br0942_babjbjgf-1,X5
Br0942_babkecgd-1,X3
Br0942_babpjgkn-1,X3
Br0942_bacagdbm-1,X7
Br0942_bacfonoo-1,X7
Br0942_bachaceg-1,X7
Br0942_bachblci-1,X7
Br0942_bacinapg-1,X1
Br0942_backaefn-1,X5
Br0942_bacljkfh-1,X1
Br0942_badgbfdn-1,X7
Br0942_badgihha-1,X3
Br0942_badhhgef-1,X3
Br0942_badomhnl-1,X3
Br0942_baebcaan-1,X3
Br0942_baefnooe-1,X3
Br0942_baelcknd-1,X3
Br0942_baemhpgi-1,X3
Br0942_baenpdlp-1,X10
Br0942_bafkpeaa-1,X10
Br0942_bafoolbl-1,X4
Br0942_bafpjlkm-1,X10
Br0942_bagadpce-1,X3
Br0942_bagamain-1,X7
Br0942_bagbgnoi-1,X10
Br0942_bagdcnon-1,X3
Br0942_bagdggid-1,X2
Br0942_baghdhcb-1,X10
Br0942_bagnlige-1,DISCARD
Br0942_bagnmfgi-1,DISCARD
Br0942_bagppphh-1,X7
Br0942_bahalkbj-1,X1
Br0942_bahcmpcb-1,X3
Br0942_bahedkno-1,X7
Br0942_bahembhm-1,X10
Br0942_bahfecol-1,X10
Br0942_bahhgikc-1,X4
Br0942_bahihbif-1,X10
Br0942_bahkendh-1,X10
Br0942_bahncmdl-1,X10
Br0942_baiblkdh-1,X12
Br0942_baiejhfd-1,X3
Br0942_baifdihm-1,X1
Br0942_baigcgag-1,X3
Br0942_baikgcnb-1,X3
